,User Defined Identifier,Instrument Name,RIC,Trade Date,Trade Time,Expiration Date,Period,Term,Volatility Surface Term,Risk Free Interest Rate,Open Implied Volatility,Last Implied Volatility,High Implied Volatility,Close Implied Volatility,Strike Price,Option Premium,Premium,General Value6,General Value7,Precision,Previous Close Date,Previous Close Price,Last Update Time,Instrument Snap Time,Asset Type Description,Contributor Short Name,Exchange Description,Currency Code,Embargo Times,Maximum Embargo Delay,Real Time Permitted
1184,,CME SM 115% c12,1SM115Nc12=R,05/11/2022,22:51,11/24/2023,DEC3,DEC3,115%,2.78,21.12,21.13,21.13,21.13,429.29,19.01,19.06,374.1,373.3,2DP,05/11/2022,21.13,05/12/2022 10:45:23,05/12/2022 11:00:00,Commodities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
1185,,CME SM 120% c12,1SM120Nc12=R,05/11/2022,22:51,11/24/2023,DEC3,DEC3,120%,2.78,21.1,21.1,21.1,21.1,447.96,14.85,14.9,374.1,373.3,2DP,05/11/2022,21.1,05/12/2022 10:45:23,05/12/2022 11:00:00,Commodities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
1186,,CME SM 125% c12,1SM125Nc12=R,05/11/2022,22:51,11/24/2023,DEC3,DEC3,125%,2.78,21.07,21.08,21.08,21.08,466.63,11.51,11.56,374.1,373.3,2DP,05/11/2022,21.08,05/12/2022 10:45:23,05/12/2022 11:00:00,Commodities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
1187,,CME SM 130% c12,1SM130Nc12=R,05/11/2022,22:51,11/24/2023,DEC3,DEC3,130%,2.78,21.05,21.06,21.06,21.06,485.29,8.87,8.9,374.1,373.3,2DP,05/11/2022,21.06,05/12/2022 10:45:23,05/12/2022 11:00:00,Commodities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
1188,,CME SM 140% c12,1SM140Nc12=R,05/11/2022,22:51,11/24/2023,DEC3,DEC3,140%,2.78,21.01,21.02,21.02,21.02,522.62,5.17,5.2,374.1,373.3,2DP,05/11/2022,21.02,05/12/2022 10:45:24,05/12/2022 11:00:00,Commodities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
1189,,CME SM 150% c12,1SM150Nc12=R,05/11/2022,22:51,11/24/2023,DEC3,DEC3,150%,2.78,21.03,21.02,21.03,21.02,559.95,2.98,3.0,374.1,373.3,2DP,05/11/2022,21.02,05/12/2022 10:45:24,05/12/2022 11:00:00,Commodities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
1190,,CME WHE 50% c1,1W50Nc1=R,05/11/2022,22:51,05/20/2022,JUN2,JUN2,50%,0.93,115.35,116.17,122.96,115.29,562.25,0.0,0.0,"1,113","1,124.5",2DP,05/11/2022,115.29,05/12/2022 10:45:23,05/12/2022 11:00:00,Commodities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
1191,,CME WHE 60% c1,1W60Nc1=R,05/11/2022,22:51,05/20/2022,JUN2,JUN2,60%,0.93,99.02,100.21,105.58,98.96,674.7,0.01,0.02,"1,113","1,124.5",2DP,05/11/2022,98.96,05/12/2022 10:45:24,05/12/2022 11:00:00,Commodities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
1192,,CME WHE 70% c1,1W70Nc1=R,05/11/2022,22:51,05/20/2022,JUN2,JUN2,70%,0.93,83.0,84.62,88.5,82.93,787.15,0.08,0.11,"1,113","1,124.5",2DP,05/11/2022,82.93,05/12/2022 10:45:24,05/12/2022 11:00:00,Commodities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
1193,,CME WHE 75% c1,1W75Nc1=R,05/11/2022,22:51,05/20/2022,JUN2,JUN2,75%,0.93,74.93,76.79,79.87,74.85,843.38,0.2,0.27,"1,113","1,124.5",2DP,05/11/2022,74.85,05/12/2022 10:45:24,05/12/2022 11:00:00,Commodities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
1194,,CME WHE 80% c1,1W80Nc1=R,05/11/2022,22:51,05/20/2022,JUN2,JUN2,80%,0.93,66.77,68.88,71.12,66.68,899.6,0.52,0.62,"1,113","1,124.5",2DP,05/11/2022,66.68,05/12/2022 10:45:24,05/12/2022 11:00:00,Commodities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
1195,,CME WHE 85% c1,1W85Nc1=R,05/11/2022,22:51,05/20/2022,JUN2,JUN2,85%,0.93,58.62,60.93,62.5,58.52,955.83,1.33,1.46,"1,113","1,124.5",2DP,05/11/2022,58.52,05/12/2022 10:45:24,05/12/2022 11:00:00,Commodities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
1196,,CME WHE 90% c1,1W90Nc1=R,05/11/2022,22:51,05/20/2022,JUN2,JUN2,90%,0.93,50.93,53.26,54.82,50.84,"1,012.05",3.54,3.68,"1,113","1,124.5",2DP,05/11/2022,50.84,05/12/2022 10:45:24,05/12/2022 11:00:00,Commodities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
1197,,CME WHE 95% c1,1W95Nc1=R,05/11/2022,22:51,05/20/2022,JUN2,JUN2,95%,0.93,45.08,46.91,48.73,45.03,"1,068.27",10.18,10.49,"1,113","1,124.5",2DP,05/11/2022,45.03,05/12/2022 10:45:24,05/12/2022 11:00:00,Commodities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
1198,,CME WHE 100% c1,1W100Nc1O=R,05/11/2022,22:51,05/20/2022,JUN2,JUN2,100%,0.93,43.27,44.21,47.81,43.28,"1,124.5",29.35,30.16,"1,113","1,124.5",2DP,05/11/2022,43.28,05/12/2022 10:45:23,05/12/2022 11:00:00,Commodities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
1199,,CME WHE 105% c1,1W105Nc1=R,05/11/2022,22:51,05/20/2022,JUN2,JUN2,105%,0.93,45.72,46.56,52.33,45.77,"1,180.73",11.19,12.13,"1,113","1,124.5",2DP,05/11/2022,45.77,05/12/2022 10:45:24,05/12/2022 11:00:00,Commodities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
1200,,CME WHE 110% c1,1W110Nc1=R,05/11/2022,22:51,05/20/2022,JUN2,JUN2,110%,0.93,50.25,51.89,58.76,50.32,"1,236.95",4.67,5.1,"1,113","1,124.5",2DP,05/11/2022,50.32,05/12/2022 10:45:23,05/12/2022 11:00:00,Commodities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
1201,,CME WHE 115% c1,1W115Nc1=R,05/11/2022,22:51,05/20/2022,JUN2,JUN2,115%,0.93,55.25,57.93,65.58,55.32,"1,293.18",2.24,2.36,"1,113","1,124.5",2DP,05/11/2022,55.32,05/12/2022 10:45:24,05/12/2022 11:00:00,Commodities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
1202,,CME WHE 120% c1,1W120Nc1=R,05/11/2022,22:51,05/20/2022,JUN2,JUN2,120%,0.93,60.11,63.78,71.66,60.19,"1,349.4",1.18,1.18,"1,113","1,124.5",2DP,05/11/2022,60.19,05/12/2022 10:45:24,05/12/2022 11:00:00,Commodities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
1203,,CME WHE 125% c1,1W125Nc1=R,05/11/2022,22:51,05/20/2022,JUN2,JUN2,125%,0.93,64.66,69.21,77.11,64.74,"1,405.63",0.67,0.63,"1,113","1,124.5",2DP,05/11/2022,64.74,05/12/2022 10:45:23,05/12/2022 11:00:00,Commodities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
1204,,CME WHE 130% c1,1W130Nc1=R,05/11/2022,22:51,05/20/2022,JUN2,JUN2,130%,0.93,68.88,74.21,82.05,68.95,"1,461.85",0.4,0.35,"1,113","1,124.5",2DP,05/11/2022,68.95,05/12/2022 10:45:23,05/12/2022 11:00:00,Commodities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
1205,,CME WHE 140% c1,1W140Nc1=R,05/11/2022,22:51,05/20/2022,JUN2,JUN2,140%,0.93,76.41,83.04,90.7,76.48,"1,574.3",0.15,0.12,"1,113","1,124.5",2DP,05/11/2022,76.48,05/12/2022 10:45:23,05/12/2022 11:00:00,Commodities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
1206,,CME WHE 150% c1,1W150Nc1=R,05/11/2022,22:51,05/20/2022,JUN2,JUN2,150%,0.93,82.93,90.62,98.11,82.99,"1,686.75",0.07,0.05,"1,113","1,124.5",2DP,05/11/2022,82.99,05/12/2022 10:45:23,05/12/2022 11:00:00,Commodities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
1207,,CME WHE 50% c2,1W50Nc2=R,05/11/2022,22:51,06/24/2022,JUL2,JUL2,50%,1.12,65.91,66.87,79.73,65.87,562.25,0.06,0.06,"1,113","1,124.5",2DP,05/11/2022,65.87,05/12/2022 10:45:23,05/12/2022 11:00:00,Commodities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
1208,,CME WHE 60% c2,1W60Nc2=R,05/11/2022,22:51,06/24/2022,JUL2,JUL2,60%,1.12,57.09,57.96,75.17,57.05,674.7,0.28,0.27,"1,113","1,124.5",2DP,05/11/2022,57.05,05/12/2022 10:45:23,05/12/2022 11:00:00,Commodities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
1209,,CME WHE 70% c2,1W70Nc2=R,05/11/2022,22:51,06/24/2022,JUL2,JUL2,70%,1.12,49.09,49.79,71.09,49.05,787.15,1.07,1.04,"1,113","1,124.5",2DP,05/11/2022,49.05,05/12/2022 10:45:23,05/12/2022 11:00:00,Commodities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
1210,,CME WHE 75% c2,1W75Nc2=R,05/11/2022,22:51,06/24/2022,JUL2,JUL2,75%,1.12,45.51,46.07,69.18,45.47,843.38,2.09,2.05,"1,113","1,124.5",2DP,05/11/2022,45.47,05/12/2022 10:45:23,05/12/2022 11:00:00,Commodities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
1211,,CME WHE 80% c2,1W80Nc2=R,05/11/2022,22:51,06/24/2022,JUL2,JUL2,80%,1.12,42.39,42.76,67.35,42.36,899.6,4.12,4.11,"1,113","1,124.5",2DP,05/11/2022,42.36,05/12/2022 10:45:23,05/12/2022 11:00:00,Commodities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
1212,,CME WHE 85% c2,1W85Nc2=R,05/11/2022,22:51,06/24/2022,JUL2,JUL2,85%,1.12,39.96,40.09,65.58,39.94,955.83,8.3,8.43,"1,113","1,124.5",2DP,05/11/2022,39.94,05/12/2022 10:45:23,05/12/2022 11:00:00,Commodities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
1213,,CME WHE 90% c2,1W90Nc2=R,05/11/2022,22:51,06/24/2022,JUL2,JUL2,90%,1.12,38.47,38.34,63.87,38.46,"1,012.05",16.81,17.23,"1,113","1,124.5",2DP,05/11/2022,38.46,05/12/2022 10:45:23,05/12/2022 11:00:00,Commodities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
1214,,CME WHE 95% c2,1W95Nc2=R,05/11/2022,22:51,06/24/2022,JUL2,JUL2,95%,1.12,38.05,37.75,62.21,38.06,"1,068.27",32.85,33.55,"1,113","1,124.5",2DP,05/11/2022,38.06,05/12/2022 10:45:23,05/12/2022 11:00:00,Commodities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
1215,,CME WHE 100% c2,1W100Nc2O=R,05/11/2022,22:51,06/24/2022,JUL2,JUL2,100%,1.12,38.66,38.31,60.59,38.68,"1,124.5",58.87,59.51,"1,113","1,124.5",2DP,05/11/2022,38.68,05/12/2022 10:45:23,05/12/2022 11:00:00,Commodities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
1216,,CME WHE 105% c2,1W105Nc2=R,05/11/2022,22:51,06/24/2022,JUL2,JUL2,105%,1.12,40.03,39.76,61.95,40.05,"1,180.73",38.51,39.21,"1,113","1,124.5",2DP,05/11/2022,40.05,05/12/2022 10:45:23,05/12/2022 11:00:00,Commodities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
1217,,CME WHE 110% c2,1W110Nc2=R,05/11/2022,22:51,06/24/2022,JUL2,JUL2,110%,1.12,41.85,41.76,68.53,41.88,"1,236.95",25.55,26.06,"1,113","1,124.5",2DP,05/11/2022,41.88,05/12/2022 10:45:23,05/12/2022 11:00:00,Commodities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
1218,,CME WHE 115% c2,1W115Nc2=R,05/11/2022,22:51,06/24/2022,JUL2,JUL2,115%,1.12,43.89,44.01,74.66,43.92,"1,293.18",17.42,17.68,"1,113","1,124.5",2DP,05/11/2022,43.92,05/12/2022 10:45:23,05/12/2022 11:00:00,Commodities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
1219,,CME WHE 120% c2,1W120Nc2=R,05/11/2022,22:51,06/24/2022,JUL2,JUL2,120%,1.12,46.01,46.35,80.09,46.04,"1,349.4",12.23,12.3,"1,113","1,124.5",2DP,05/11/2022,46.04,05/12/2022 10:45:23,05/12/2022 11:00:00,Commodities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
1220,,CME WHE 125% c2,1W125Nc2=R,05/11/2022,22:51,06/24/2022,JUL2,JUL2,125%,1.12,48.12,48.66,84.97,48.15,"1,405.63",8.82,8.76,"1,113","1,124.5",2DP,05/11/2022,48.15,05/12/2022 10:45:23,05/12/2022 11:00:00,Commodities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
1221,,CME WHE 130% c2,1W130Nc2=R,05/11/2022,22:51,06/24/2022,JUL2,JUL2,130%,1.12,50.17,50.9,89.42,50.2,"1,461.85",6.51,6.38,"1,113","1,124.5",2DP,05/11/2022,50.2,05/12/2022 10:45:23,05/12/2022 11:00:00,Commodities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
1222,,CME WHE 140% c2,1W140Nc2=R,05/11/2022,22:51,06/24/2022,JUL2,JUL2,140%,1.12,54.03,55.09,97.26,54.07,"1,574.3",3.77,3.58,"1,113","1,124.5",2DP,05/11/2022,54.07,05/12/2022 10:45:23,05/12/2022 11:00:00,Commodities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
1223,,CME WHE 150% c2,1W150Nc2=R,05/11/2022,22:51,06/24/2022,JUL2,JUL2,150%,1.12,57.55,58.89,104.02,57.58,"1,686.75",2.31,2.13,"1,113","1,124.5",2DP,05/11/2022,57.58,05/12/2022 10:45:23,05/12/2022 11:00:00,Commodities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
1224,,CME WHE 50% c3,1W50Nc3=R,05/11/2022,22:51,07/22/2022,AUG2,AUG2,50%,1.3,57.01,57.66,57.69,56.99,564.38,0.2,0.19,"1,117.25","1,128.75",2DP,05/11/2022,56.99,05/12/2022 10:45:24,05/12/2022 11:00:00,Commodities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
1225,,CME WHE 60% c3,1W60Nc3=R,05/11/2022,22:51,07/22/2022,AUG2,AUG2,60%,1.3,50.5,50.98,51.01,50.49,677.25,0.78,0.75,"1,117.25","1,128.75",2DP,05/11/2022,50.49,05/12/2022 10:45:24,05/12/2022 11:00:00,Commodities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
1226,,CME WHE 70% c3,1W70Nc3=R,05/11/2022,22:51,07/22/2022,AUG2,AUG2,70%,1.3,44.58,44.89,45.01,44.56,790.13,2.64,2.61,"1,117.25","1,128.75",2DP,05/11/2022,44.56,05/12/2022 10:45:23,05/12/2022 11:00:00,Commodities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
1227,,CME WHE 75% c3,1W75Nc3=R,05/11/2022,22:51,07/22/2022,AUG2,AUG2,75%,1.3,41.95,42.19,42.38,41.93,846.56,4.77,4.74,"1,117.25","1,128.75",2DP,05/11/2022,41.93,05/12/2022 10:45:24,05/12/2022 11:00:00,Commodities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
1228,,CME WHE 80% c3,1W80Nc3=R,05/11/2022,22:51,07/22/2022,AUG2,AUG2,80%,1.3,39.79,40.0,40.23,39.77,903,8.69,8.65,"1,117.25","1,128.75",2DP,05/11/2022,39.77,05/12/2022 10:45:24,05/12/2022 11:00:00,Commodities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
1229,,CME WHE 85% c3,1W85Nc3=R,05/11/2022,22:51,07/22/2022,AUG2,AUG2,85%,1.3,38.47,38.67,38.89,38.46,959.44,16.1,16.0,"1,117.25","1,128.75",2DP,05/11/2022,38.46,05/12/2022 10:45:23,05/12/2022 11:00:00,Commodities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
1230,,CME WHE 90% c3,1W90Nc3=R,05/11/2022,22:51,07/22/2022,AUG2,AUG2,90%,1.3,38.27,38.47,38.66,38.27,"1,015.88",29.49,29.3,"1,117.25","1,128.75",2DP,05/11/2022,38.27,05/12/2022 10:45:24,05/12/2022 11:00:00,Commodities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
1231,,CME WHE 95% c3,1W95Nc3=R,05/11/2022,22:51,07/22/2022,AUG2,AUG2,95%,1.3,38.93,39.1,39.31,38.93,"1,072.31",50.61,50.28,"1,117.25","1,128.75",2DP,05/11/2022,38.93,05/12/2022 10:45:24,05/12/2022 11:00:00,Commodities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
1232,,CME WHE 100% c3,1W100Nc3O=R,05/11/2022,22:51,07/22/2022,AUG2,AUG2,100%,1.3,40.01,40.15,40.36,40.02,"1,128.75",79.47,78.95,"1,117.25","1,128.75",2DP,05/11/2022,40.02,05/12/2022 10:45:23,05/12/2022 11:00:00,Commodities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
1233,,CME WHE 105% c3,1W105Nc3=R,05/11/2022,22:51,07/22/2022,AUG2,AUG2,105%,1.3,41.24,41.35,41.56,41.25,"1,185.19",58.69,58.47,"1,117.25","1,128.75",2DP,05/11/2022,41.25,05/12/2022 10:45:24,05/12/2022 11:00:00,Commodities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
1234,,CME WHE 110% c3,1W110Nc3=R,05/11/2022,22:51,07/22/2022,AUG2,AUG2,110%,1.3,42.5,42.57,42.8,42.51,"1,241.63",43.26,43.24,"1,117.25","1,128.75",2DP,05/11/2022,42.51,05/12/2022 10:45:24,05/12/2022 11:00:00,Commodities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
1235,,CME WHE 115% c3,1W115Nc3=R,05/11/2022,22:51,07/22/2022,AUG2,AUG2,115%,1.3,43.73,43.78,44.02,43.74,"1,298.06",31.91,32.02,"1,117.25","1,128.75",2DP,05/11/2022,43.74,05/12/2022 10:45:23,05/12/2022 11:00:00,Commodities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
1236,,CME WHE 120% c3,1W120Nc3=R,05/11/2022,22:51,07/22/2022,AUG2,AUG2,120%,1.3,44.91,44.94,45.2,44.93,"1,354.5",23.6,23.79,"1,117.25","1,128.75",2DP,05/11/2022,44.93,05/12/2022 10:45:23,05/12/2022 11:00:00,Commodities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
1237,,CME WHE 125% c3,1W125Nc3=R,05/11/2022,22:51,07/22/2022,AUG2,AUG2,125%,1.3,46.04,46.04,46.32,46.06,"1,410.94",17.53,17.76,"1,117.25","1,128.75",2DP,05/11/2022,46.06,05/12/2022 10:45:23,05/12/2022 11:00:00,Commodities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
1238,,CME WHE 130% c3,1W130Nc3=R,05/11/2022,22:51,07/22/2022,AUG2,AUG2,130%,1.3,47.12,47.1,47.4,47.13,"1,467.38",13.09,13.32,"1,117.25","1,128.75",2DP,05/11/2022,47.13,05/12/2022 10:45:23,05/12/2022 11:00:00,Commodities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
1239,,CME WHE 140% c3,1W140Nc3=R,05/11/2022,22:51,07/22/2022,AUG2,AUG2,140%,1.3,49.12,49.07,49.39,49.13,"1,580.25",7.42,7.63,"1,117.25","1,128.75",2DP,05/11/2022,49.13,05/12/2022 10:45:23,05/12/2022 11:00:00,Commodities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
1240,,CME WHE 150% c3,1W150Nc3=R,05/11/2022,22:51,07/22/2022,AUG2,AUG2,150%,1.3,50.93,50.85,51.21,50.95,"1,693.13",4.31,4.48,"1,117.25","1,128.75",2DP,05/11/2022,50.95,05/12/2022 10:45:24,05/12/2022 11:00:00,Commodities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
1241,,CME WHE 50% c4,1W50Nc4=R,05/11/2022,22:51,08/26/2022,SEP2,SEP2,50%,1.51,48.16,48.36,49.36,48.14,564.38,0.25,0.25,"1,117.25","1,128.75",2DP,05/11/2022,48.14,05/12/2022 10:45:23,05/12/2022 11:00:00,Commodities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
1242,,CME WHE 60% c4,1W60Nc4=R,05/11/2022,22:51,08/26/2022,SEP2,SEP2,60%,1.51,43.84,43.88,45.33,43.82,677.25,1.12,1.14,"1,117.25","1,128.75",2DP,05/11/2022,43.82,05/12/2022 10:45:23,05/12/2022 11:00:00,Commodities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
1243,,CME WHE 70% c4,1W70Nc4=R,05/11/2022,22:51,08/26/2022,SEP2,SEP2,70%,1.51,40.47,40.54,41.63,40.46,790.13,4.41,4.42,"1,117.25","1,128.75",2DP,05/11/2022,40.46,05/12/2022 10:45:23,05/12/2022 11:00:00,Commodities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
1244,,CME WHE 75% c4,1W75Nc4=R,05/11/2022,22:51,08/26/2022,SEP2,SEP2,75%,1.51,39.26,39.41,39.87,39.26,846.56,8.34,8.29,"1,117.25","1,128.75",2DP,05/11/2022,39.26,05/12/2022 10:45:23,05/12/2022 11:00:00,Commodities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
1245,,CME WHE 80% c4,1W80Nc4=R,05/11/2022,22:51,08/26/2022,SEP2,SEP2,80%,1.51,38.47,38.69,38.87,38.47,903,15.2,15.0,"1,117.25","1,128.75",2DP,05/11/2022,38.47,05/12/2022 10:45:23,05/12/2022 11:00:00,Commodities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
1246,,CME WHE 85% c4,1W85Nc4=R,05/11/2022,22:51,08/26/2022,SEP2,SEP2,85%,1.51,38.14,38.4,38.55,38.14,959.44,26.38,25.98,"1,117.25","1,128.75",2DP,05/11/2022,38.14,05/12/2022 10:45:23,05/12/2022 11:00:00,Commodities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
1247,,CME WHE 90% c4,1W90Nc4=R,05/11/2022,22:51,08/26/2022,SEP2,SEP2,90%,1.51,38.27,38.53,38.64,38.27,"1,015.88",43.18,42.6,"1,117.25","1,128.75",2DP,05/11/2022,38.27,05/12/2022 10:45:23,05/12/2022 11:00:00,Commodities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
1248,,CME WHE 95% c4,1W95Nc4=R,05/11/2022,22:51,08/26/2022,SEP2,SEP2,95%,1.51,38.79,39.0,39.13,38.79,"1,072.31",66.36,65.63,"1,117.25","1,128.75",2DP,05/11/2022,38.79,05/12/2022 10:45:23,05/12/2022 11:00:00,Commodities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
1249,,CME WHE 100% c4,1W100Nc4O=R,05/11/2022,22:51,08/26/2022,SEP2,SEP2,100%,1.51,39.58,39.74,41.35,39.59,"1,128.75",95.89,95.02,"1,117.25","1,128.75",2DP,05/11/2022,39.59,05/12/2022 10:45:23,05/12/2022 11:00:00,Commodities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
1250,,CME WHE 105% c4,1W105Nc4=R,05/11/2022,22:51,08/26/2022,SEP2,SEP2,105%,1.51,40.56,40.66,47.95,40.57,"1,185.19",74.92,74.39,"1,117.25","1,128.75",2DP,05/11/2022,40.57,05/12/2022 10:45:23,05/12/2022 11:00:00,Commodities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
1251,,CME WHE 110% c4,1W110Nc4=R,05/11/2022,22:51,08/26/2022,SEP2,SEP2,110%,1.51,41.63,41.69,53.63,41.64,"1,241.63",58.71,58.44,"1,117.25","1,128.75",2DP,05/11/2022,41.64,05/12/2022 10:45:23,05/12/2022 11:00:00,Commodities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
1252,,CME WHE 115% c4,1W115Nc4=R,05/11/2022,22:51,08/26/2022,SEP2,SEP2,115%,1.51,42.74,42.79,58.57,42.75,"1,298.06",46.28,46.15,"1,117.25","1,128.75",2DP,05/11/2022,42.75,05/12/2022 10:45:23,05/12/2022 11:00:00,Commodities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
1253,,CME WHE 120% c4,1W120Nc4=R,05/11/2022,22:51,08/26/2022,SEP2,SEP2,120%,1.51,43.85,43.91,62.94,43.87,"1,354.5",36.75,36.69,"1,117.25","1,128.75",2DP,05/11/2022,43.87,05/12/2022 10:45:23,05/12/2022 11:00:00,Commodities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
1254,,CME WHE 125% c4,1W125Nc4=R,05/11/2022,22:51,08/26/2022,SEP2,SEP2,125%,1.51,44.95,45.02,66.88,44.96,"1,410.94",29.42,29.38,"1,117.25","1,128.75",2DP,05/11/2022,44.96,05/12/2022 10:45:23,05/12/2022 11:00:00,Commodities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
1255,,CME WHE 130% c4,1W130Nc4=R,05/11/2022,22:51,08/26/2022,SEP2,SEP2,130%,1.51,46.02,46.13,70.46,46.03,"1,467.38",23.75,23.7,"1,117.25","1,128.75",2DP,05/11/2022,46.03,05/12/2022 10:45:23,05/12/2022 11:00:00,Commodities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
