,User Defined Identifier,Instrument Name,RIC,Trade Date,Trade Time,Expiration Date,Period,Term,Volatility Surface Term,Risk Free Interest Rate,Open Implied Volatility,Last Implied Volatility,High Implied Volatility,Close Implied Volatility,Strike Price,Option Premium,Premium,General Value6,General Value7,Precision,Previous Close Date,Previous Close Price,Last Update Time,Instrument Snap Time,Asset Type Description,Contributor Short Name,Exchange Description,Currency Code,Embargo Times,Maximum Embargo Delay,Real Time Permitted
695,,CME RR 140% c1,1RR140Nc1=R,05/11/2022,22:51,05/20/2022,JUN2,JUN2,140%,0.93,39.76,40.29,40.29,39.77,24.02,0.0,0.0,17,17.16,2DP,05/11/2022,39.77,05/12/2022 10:45:23,05/12/2022 11:00:00,Equities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
696,,CME RR 150% c1,1RR150Nc1=R,05/11/2022,22:51,05/20/2022,JUN2,JUN2,150%,0.93,43.47,43.95,43.95,43.47,25.74,0.0,0.0,17,17.16,2DP,05/11/2022,43.47,05/12/2022 10:45:23,05/12/2022 11:00:00,Equities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
697,,CME RR 50% c2,1RR50Nc2=R,05/11/2022,22:51,06/24/2022,JUL2,JUL2,50%,1.11,37.58,37.34,37.58,37.58,8.58,0.0,0.0,17,17.16,2DP,05/11/2022,37.58,05/12/2022 10:45:23,05/12/2022 11:00:00,Equities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
698,,CME RR 60% c2,1RR60Nc2=R,05/11/2022,22:51,06/24/2022,JUL2,JUL2,60%,1.11,32.72,32.43,32.72,32.72,10.3,0.0,0.0,17,17.16,2DP,05/11/2022,32.72,05/12/2022 10:45:23,05/12/2022 11:00:00,Equities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
699,,CME RR 70% c2,1RR70Nc2=R,05/11/2022,22:51,06/24/2022,JUL2,JUL2,70%,1.11,27.99,27.64,27.99,27.99,12.01,0.0,0.0,17,17.16,2DP,05/11/2022,27.99,05/12/2022 10:45:23,05/12/2022 11:00:00,Equities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
700,,CME RR 75% c2,1RR75Nc2=R,05/11/2022,22:51,06/24/2022,JUL2,JUL2,75%,1.11,25.63,25.24,25.63,25.63,12.87,0.0,0.0,17,17.16,2DP,05/11/2022,25.63,05/12/2022 10:45:23,05/12/2022 11:00:00,Equities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
701,,CME RR 80% c2,1RR80Nc2=R,05/11/2022,22:51,06/24/2022,JUL2,JUL2,80%,1.11,23.24,22.84,23.24,23.24,13.73,0.0,0.0,17,17.16,2DP,05/11/2022,23.24,05/12/2022 10:45:23,05/12/2022 11:00:00,Equities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
702,,CME RR 85% c2,1RR85Nc2=R,05/11/2022,22:51,06/24/2022,JUL2,JUL2,85%,1.11,20.87,20.47,20.87,20.87,14.59,0.0,0.0,17,17.16,2DP,05/11/2022,20.87,05/12/2022 10:45:23,05/12/2022 11:00:00,Equities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
703,,CME RR 90% c2,1RR90Nc2=R,05/11/2022,22:51,06/24/2022,JUL2,JUL2,90%,1.11,18.66,18.4,18.66,18.66,15.44,0.02,0.02,17,17.16,2DP,05/11/2022,18.66,05/12/2022 10:45:23,05/12/2022 11:00:00,Equities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
704,,CME RR 95% c2,1RR95Nc2=R,05/11/2022,22:51,06/24/2022,JUL2,JUL2,95%,1.11,17.46,17.74,17.74,17.46,16.3,0.11,0.11,17,17.16,2DP,05/11/2022,17.46,05/12/2022 10:45:23,05/12/2022 11:00:00,Equities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
705,,CME RR 100% c2,1RR100Nc2O=R,05/11/2022,22:51,06/24/2022,JUL2,JUL2,100%,1.11,19.09,19.56,19.59,19.09,17.16,0.46,0.45,17,17.16,2DP,05/11/2022,19.09,05/12/2022 10:45:23,05/12/2022 11:00:00,Equities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
706,,CME RR 105% c2,1RR105Nc2=R,05/11/2022,22:51,06/24/2022,JUL2,JUL2,105%,1.11,22.3,22.26,22.86,22.3,18.02,0.21,0.22,17,17.16,2DP,05/11/2022,22.3,05/12/2022 10:45:23,05/12/2022 11:00:00,Equities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
707,,CME RR 110% c2,1RR110Nc2=R,05/11/2022,22:51,06/24/2022,JUL2,JUL2,110%,1.11,25.42,24.86,25.95,25.42,18.88,0.1,0.11,17,17.16,2DP,05/11/2022,25.42,05/12/2022 10:45:23,05/12/2022 11:00:00,Equities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
708,,CME RR 115% c2,1RR115Nc2=R,05/11/2022,22:51,06/24/2022,JUL2,JUL2,115%,1.11,28.21,27.21,28.7,28.21,19.73,0.05,0.06,17,17.16,2DP,05/11/2022,28.21,05/12/2022 10:45:23,05/12/2022 11:00:00,Equities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
709,,CME RR 120% c2,1RR120Nc2=R,05/11/2022,22:51,06/24/2022,JUL2,JUL2,120%,1.11,30.68,29.31,31.15,30.68,20.59,0.03,0.04,17,17.16,2DP,05/11/2022,30.68,05/12/2022 10:45:23,05/12/2022 11:00:00,Equities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
710,,CME RR 125% c2,1RR125Nc2=R,05/11/2022,22:51,06/24/2022,JUL2,JUL2,125%,1.11,32.9,31.22,33.34,32.9,21.45,0.01,0.02,17,17.16,2DP,05/11/2022,32.9,05/12/2022 10:45:23,05/12/2022 11:00:00,Equities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
711,,CME RR 130% c2,1RR130Nc2=R,05/11/2022,22:51,06/24/2022,JUL2,JUL2,130%,1.11,34.91,32.96,35.34,34.91,22.31,0.01,0.01,17,17.16,2DP,05/11/2022,34.91,05/12/2022 10:45:23,05/12/2022 11:00:00,Equities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
712,,CME RR 140% c2,1RR140Nc2=R,05/11/2022,22:51,06/24/2022,JUL2,JUL2,140%,1.11,38.44,36.03,38.84,38.44,24.02,0.0,0.01,17,17.16,2DP,05/11/2022,38.44,05/12/2022 10:45:23,05/12/2022 11:00:00,Equities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
713,,CME RR 150% c2,1RR150Nc2=R,05/11/2022,22:51,06/24/2022,JUL2,JUL2,150%,1.11,41.47,38.69,41.85,41.47,25.74,0.0,0.0,17,17.16,2DP,05/11/2022,41.47,05/12/2022 10:45:23,05/12/2022 11:00:00,Equities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
714,,CME RR 50% c3,1RR50Nc3=R,05/11/2022,22:51,08/26/2022,SEP2,SEP2,50%,1.5,17.58,17.56,17.62,17.38,8.61,0.0,0.0,17.13,17.22,2DP,05/11/2022,17.38,05/12/2022 10:45:23,05/12/2022 11:00:00,Equities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
715,,CME RR 60% c3,1RR60Nc3=R,05/11/2022,22:51,08/26/2022,SEP2,SEP2,60%,1.5,16.13,16.09,16.14,16.14,10.33,0.0,0.0,17.13,17.22,2DP,05/11/2022,16.14,05/12/2022 10:45:23,05/12/2022 11:00:00,Equities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
716,,CME RR 70% c3,1RR70Nc3=R,05/11/2022,22:51,08/26/2022,SEP2,SEP2,70%,1.5,15.22,15.17,15.23,15.42,12.05,0.0,0.0,17.13,17.22,2DP,05/11/2022,15.42,05/12/2022 10:45:23,05/12/2022 11:00:00,Equities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
717,,CME RR 75% c3,1RR75Nc3=R,05/11/2022,22:51,08/26/2022,SEP2,SEP2,75%,1.5,15.06,15.02,15.06,15.33,12.92,0.0,0.0,17.13,17.22,2DP,05/11/2022,15.33,05/12/2022 10:45:23,05/12/2022 11:00:00,Equities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
718,,CME RR 80% c3,1RR80Nc3=R,05/11/2022,22:51,08/26/2022,SEP2,SEP2,80%,1.5,15.18,15.16,15.19,15.49,13.78,0.0,0.0,17.13,17.22,2DP,05/11/2022,15.49,05/12/2022 10:45:23,05/12/2022 11:00:00,Equities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
719,,CME RR 85% c3,1RR85Nc3=R,05/11/2022,22:51,08/26/2022,SEP2,SEP2,85%,1.5,15.66,15.69,15.7,15.97,14.64,0.01,0.02,17.13,17.22,2DP,05/11/2022,15.97,05/12/2022 10:45:23,05/12/2022 11:00:00,Equities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
720,,CME RR 90% c3,1RR90Nc3=R,05/11/2022,22:51,08/26/2022,SEP2,SEP2,90%,1.5,16.61,16.72,16.72,16.84,15.5,0.09,0.09,17.13,17.22,2DP,05/11/2022,16.84,05/12/2022 10:45:23,05/12/2022 11:00:00,Equities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
721,,CME RR 95% c3,1RR95Nc3=R,05/11/2022,22:51,08/26/2022,SEP2,SEP2,95%,1.5,18.09,18.29,18.3,18.16,16.36,0.32,0.31,17.13,17.22,2DP,05/11/2022,18.16,05/12/2022 10:45:23,05/12/2022 11:00:00,Equities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
722,,CME RR 100% c3,1RR100Nc3O=R,05/11/2022,22:51,08/26/2022,SEP2,SEP2,100%,1.5,20.05,20.34,20.35,19.95,17.22,0.75,0.74,17.13,17.22,2DP,05/11/2022,19.95,05/12/2022 10:45:23,05/12/2022 11:00:00,Equities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
723,,CME RR 105% c3,1RR105Nc3=R,05/11/2022,22:51,08/26/2022,SEP2,SEP2,105%,1.5,22.35,22.69,22.71,22.1,18.08,0.5,0.48,17.13,17.22,2DP,05/11/2022,22.1,05/12/2022 10:45:23,05/12/2022 11:00:00,Equities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
724,,CME RR 110% c3,1RR110Nc3=R,05/11/2022,22:51,08/26/2022,SEP2,SEP2,110%,1.5,24.78,25.15,25.17,24.47,18.94,0.35,0.33,17.13,17.22,2DP,05/11/2022,24.47,05/12/2022 10:45:23,05/12/2022 11:00:00,Equities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
725,,CME RR 115% c3,1RR115Nc3=R,05/11/2022,22:51,08/26/2022,SEP2,SEP2,115%,1.5,27.19,27.57,27.58,26.89,19.8,0.25,0.24,17.13,17.22,2DP,05/11/2022,26.89,05/12/2022 10:45:23,05/12/2022 11:00:00,Equities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
726,,CME RR 120% c3,1RR120Nc3=R,05/11/2022,22:51,08/26/2022,SEP2,SEP2,120%,1.5,29.5,29.86,29.87,29.25,20.66,0.19,0.18,17.13,17.22,2DP,05/11/2022,29.25,05/12/2022 10:45:23,05/12/2022 11:00:00,Equities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
727,,CME RR 125% c3,1RR125Nc3=R,05/11/2022,22:51,08/26/2022,SEP2,SEP2,125%,1.5,31.67,32.0,32.02,31.49,21.53,0.15,0.15,17.13,17.22,2DP,05/11/2022,31.49,05/12/2022 10:45:23,05/12/2022 11:00:00,Equities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
728,,CME RR 130% c3,1RR130Nc3=R,05/11/2022,22:51,08/26/2022,SEP2,SEP2,130%,1.5,33.69,34.0,34.01,33.6,22.39,0.12,0.12,17.13,17.22,2DP,05/11/2022,33.6,05/12/2022 10:45:23,05/12/2022 11:00:00,Equities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
729,,CME RR 140% c3,1RR140Nc3=R,05/11/2022,22:51,08/26/2022,SEP2,SEP2,140%,1.5,37.33,37.59,37.6,37.42,24.11,0.08,0.08,17.13,17.22,2DP,05/11/2022,37.42,05/12/2022 10:45:23,05/12/2022 11:00:00,Equities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
730,,CME RR 150% c3,1RR150Nc3=R,05/11/2022,22:51,08/26/2022,SEP2,SEP2,150%,1.5,40.51,40.73,40.74,40.77,25.83,0.06,0.06,17.13,17.22,2DP,05/11/2022,40.77,05/12/2022 10:45:23,05/12/2022 11:00:00,Equities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
731,,CME RR 50% c4,1RR50Nc4=R,05/11/2022,22:51,10/21/2022,NOV2,NOV2,50%,1.77,20.86,20.83,20.86,20.79,8.63,0.0,0.0,17.22,17.26,2DP,05/11/2022,20.79,05/12/2022 10:45:23,05/12/2022 11:00:00,Equities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
732,,CME RR 60% c4,1RR60Nc4=R,05/11/2022,22:51,10/21/2022,NOV2,NOV2,60%,1.77,19.13,19.1,19.13,19.17,10.36,0.0,0.0,17.22,17.26,2DP,05/11/2022,19.17,05/12/2022 10:45:23,05/12/2022 11:00:00,Equities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
733,,CME RR 70% c4,1RR70Nc4=R,05/11/2022,22:51,10/21/2022,NOV2,NOV2,70%,1.77,17.68,17.66,17.68,17.8,12.08,0.0,0.0,17.22,17.26,2DP,05/11/2022,17.8,05/12/2022 10:45:23,05/12/2022 11:00:00,Equities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
734,,CME RR 75% c4,1RR75Nc4=R,05/11/2022,22:51,10/21/2022,NOV2,NOV2,75%,1.77,17.08,17.06,17.08,17.23,12.95,0.0,0.0,17.22,17.26,2DP,05/11/2022,17.23,05/12/2022 10:45:23,05/12/2022 11:00:00,Equities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
735,,CME RR 80% c4,1RR80Nc4=R,05/11/2022,22:51,10/21/2022,NOV2,NOV2,80%,1.77,16.6,16.58,16.6,16.77,13.81,0.01,0.01,17.22,17.26,2DP,05/11/2022,16.77,05/12/2022 10:45:23,05/12/2022 11:00:00,Equities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
736,,CME RR 85% c4,1RR85Nc4=R,05/11/2022,22:51,10/21/2022,NOV2,NOV2,85%,1.77,16.28,16.27,16.28,16.44,14.67,0.05,0.05,17.22,17.26,2DP,05/11/2022,16.44,05/12/2022 10:45:23,05/12/2022 11:00:00,Equities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
737,,CME RR 90% c4,1RR90Nc4=R,05/11/2022,22:51,10/21/2022,NOV2,NOV2,90%,1.77,16.18,16.19,16.19,16.31,15.53,0.15,0.16,17.22,17.26,2DP,05/11/2022,16.31,05/12/2022 10:45:23,05/12/2022 11:00:00,Equities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
738,,CME RR 95% c4,1RR95Nc4=R,05/11/2022,22:51,10/21/2022,NOV2,NOV2,95%,1.77,16.43,16.45,16.45,16.49,16.4,0.38,0.38,17.22,17.26,2DP,05/11/2022,16.49,05/12/2022 10:45:23,05/12/2022 11:00:00,Equities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
739,,CME RR 100% c4,1RR100Nc4O=R,05/11/2022,22:51,10/21/2022,NOV2,NOV2,100%,1.77,17.15,17.2,17.2,17.11,17.26,0.78,0.78,17.22,17.26,2DP,05/11/2022,17.11,05/12/2022 10:45:23,05/12/2022 11:00:00,Equities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
740,,CME RR 105% c4,1RR105Nc4=R,05/11/2022,22:51,10/21/2022,NOV2,NOV2,105%,1.77,18.44,18.52,18.52,18.31,18.12,0.5,0.49,17.22,17.26,2DP,05/11/2022,18.31,05/12/2022 10:45:23,05/12/2022 11:00:00,Equities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
741,,CME RR 110% c4,1RR110Nc4=R,05/11/2022,22:51,10/21/2022,NOV2,NOV2,110%,1.77,20.23,20.34,20.34,20.07,18.99,0.35,0.34,17.22,17.26,2DP,05/11/2022,20.07,05/12/2022 10:45:23,05/12/2022 11:00:00,Equities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
742,,CME RR 115% c4,1RR115Nc4=R,05/11/2022,22:51,10/21/2022,NOV2,NOV2,115%,1.77,22.31,22.44,22.44,22.17,19.85,0.26,0.25,17.22,17.26,2DP,05/11/2022,22.17,05/12/2022 10:45:24,05/12/2022 11:00:00,Equities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
743,,CME RR 120% c4,1RR120Nc4=R,05/11/2022,22:51,10/21/2022,NOV2,NOV2,120%,1.77,24.45,24.59,24.59,24.36,20.71,0.21,0.2,17.22,17.26,2DP,05/11/2022,24.36,05/12/2022 10:45:23,05/12/2022 11:00:00,Equities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
744,,CME RR 125% c4,1RR125Nc4=R,05/11/2022,22:51,10/21/2022,NOV2,NOV2,125%,1.77,26.53,26.66,26.66,26.48,21.58,0.17,0.17,17.22,17.26,2DP,05/11/2022,26.48,05/12/2022 10:45:23,05/12/2022 11:00:00,Equities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
745,,CME RR 130% c4,1RR130Nc4=R,05/11/2022,22:51,10/21/2022,NOV2,NOV2,130%,1.77,28.49,28.62,28.62,28.48,22.44,0.14,0.14,17.22,17.26,2DP,05/11/2022,28.48,05/12/2022 10:45:23,05/12/2022 11:00:00,Equities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
746,,CME RR 140% c4,1RR140Nc4=R,05/11/2022,22:51,10/21/2022,NOV2,NOV2,140%,1.77,32.02,32.14,32.14,32.06,24.16,0.11,0.11,17.22,17.26,2DP,05/11/2022,32.06,05/12/2022 10:45:23,05/12/2022 11:00:00,Equities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
747,,CME RR 150% c4,1RR150Nc4=R,05/11/2022,22:51,10/21/2022,NOV2,NOV2,150%,1.77,35.08,35.19,35.19,35.17,25.89,0.08,0.08,17.22,17.26,2DP,05/11/2022,35.17,05/12/2022 10:45:23,05/12/2022 11:00:00,Equities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
748,,CME RR 50% c5,1RR50Nc5=R,05/11/2022,22:51,12/23/2022,JAN3,JAN3,50%,2.03,14.27,14.27,14.27,13.78,8.65,0.0,0.0,17.3,17.3,2DP,05/11/2022,13.78,05/12/2022 10:45:23,05/12/2022 11:00:00,Equities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
749,,CME RR 60% c5,1RR60Nc5=R,05/11/2022,22:51,12/23/2022,JAN3,JAN3,60%,2.03,12.79,12.79,12.79,12.73,10.38,0.0,0.0,17.3,17.3,2DP,05/11/2022,12.73,05/12/2022 10:45:23,05/12/2022 11:00:00,Equities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
750,,CME RR 70% c5,1RR70Nc5=R,05/11/2022,22:51,12/23/2022,JAN3,JAN3,70%,2.03,11.73,11.73,11.73,12.11,12.11,0.0,0.0,17.3,17.3,2DP,05/11/2022,12.11,05/12/2022 10:45:23,05/12/2022 11:00:00,Equities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
751,,CME RR 75% c5,1RR75Nc5=R,05/11/2022,22:51,12/23/2022,JAN3,JAN3,75%,2.03,11.47,11.47,11.47,12.02,12.98,0.0,0.0,17.3,17.3,2DP,05/11/2022,12.02,05/12/2022 10:45:23,05/12/2022 11:00:00,Equities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
752,,CME RR 80% c5,1RR80Nc5=R,05/11/2022,22:51,12/23/2022,JAN3,JAN3,80%,2.03,11.49,11.49,11.49,12.15,13.84,0.0,0.0,17.3,17.3,2DP,05/11/2022,12.15,05/12/2022 10:45:23,05/12/2022 11:00:00,Equities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
753,,CME RR 85% c5,1RR85Nc5=R,05/11/2022,22:51,12/23/2022,JAN3,JAN3,85%,2.03,11.94,11.94,11.94,12.56,14.71,0.03,0.03,17.3,17.3,2DP,05/11/2022,12.56,05/12/2022 10:45:23,05/12/2022 11:00:00,Equities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
754,,CME RR 90% c5,1RR90Nc5=R,05/11/2022,22:51,12/23/2022,JAN3,JAN3,90%,2.03,12.96,12.96,12.96,13.34,15.57,0.13,0.14,17.3,17.3,2DP,05/11/2022,13.34,05/12/2022 10:45:23,05/12/2022 11:00:00,Equities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
755,,CME RR 95% c5,1RR95Nc5=R,05/11/2022,22:51,12/23/2022,JAN3,JAN3,95%,2.03,14.62,14.62,14.62,14.57,16.43,0.41,0.41,17.3,17.3,2DP,05/11/2022,14.57,05/12/2022 10:45:23,05/12/2022 11:00:00,Equities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
756,,CME RR 100% c5,1RR100Nc5O=R,05/11/2022,22:51,12/23/2022,JAN3,JAN3,100%,2.03,16.74,16.74,16.74,16.26,17.3,0.9,0.87,17.3,17.3,2DP,05/11/2022,16.26,05/12/2022 10:45:23,05/12/2022 11:00:00,Equities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
757,,CME RR 105% c5,1RR105Nc5=R,05/11/2022,22:51,12/23/2022,JAN3,JAN3,105%,2.03,19.05,19.05,19.05,18.3,18.17,0.67,0.64,17.3,17.3,2DP,05/11/2022,18.3,05/12/2022 10:45:23,05/12/2022 11:00:00,Equities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
758,,CME RR 110% c5,1RR110Nc5=R,05/11/2022,22:51,12/23/2022,JAN3,JAN3,110%,2.03,21.32,21.32,21.32,20.51,19.03,0.53,0.5,17.3,17.3,2DP,05/11/2022,20.51,05/12/2022 10:45:23,05/12/2022 11:00:00,Equities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
759,,CME RR 115% c5,1RR115Nc5=R,05/11/2022,22:51,12/23/2022,JAN3,JAN3,115%,2.03,23.44,23.44,23.44,22.73,19.9,0.44,0.41,17.3,17.3,2DP,05/11/2022,22.73,05/12/2022 10:45:23,05/12/2022 11:00:00,Equities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
760,,CME RR 120% c5,1RR120Nc5=R,05/11/2022,22:51,12/23/2022,JAN3,JAN3,120%,2.03,25.39,25.39,25.39,24.86,20.76,0.36,0.35,17.3,17.3,2DP,05/11/2022,24.86,05/12/2022 10:45:23,05/12/2022 11:00:00,Equities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
761,,CME RR 125% c5,1RR125Nc5=R,05/11/2022,22:51,12/23/2022,JAN3,JAN3,125%,2.03,27.19,27.19,27.19,26.86,21.63,0.31,0.3,17.3,17.3,2DP,05/11/2022,26.86,05/12/2022 10:45:23,05/12/2022 11:00:00,Equities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
762,,CME RR 130% c5,1RR130Nc5=R,05/11/2022,22:51,12/23/2022,JAN3,JAN3,130%,2.03,28.84,28.84,28.84,28.72,22.49,0.27,0.27,17.3,17.3,2DP,05/11/2022,28.72,05/12/2022 10:45:23,05/12/2022 11:00:00,Equities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
763,,CME RR 140% c5,1RR140Nc5=R,05/11/2022,22:51,12/23/2022,JAN3,JAN3,140%,2.03,31.78,31.78,31.78,32.05,24.22,0.21,0.22,17.3,17.3,2DP,05/11/2022,32.05,05/12/2022 10:45:23,05/12/2022 11:00:00,Equities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
764,,CME RR 150% c5,1RR150Nc5=R,05/11/2022,22:51,12/23/2022,JAN3,JAN3,150%,2.03,34.33,34.33,34.33,34.95,25.95,0.16,0.18,17.3,17.3,2DP,05/11/2022,34.95,05/12/2022 10:45:23,05/12/2022 11:00:00,Equities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
765,,CME RR 50% c6,1RR50Nc6=R,05/11/2022,22:51,02/24/2023,MAR3,MAR3,50%,2.26,12.59,12.59,12.59,12.19,8.69,0.0,0.0,17.38,17.38,2DP,05/11/2022,12.19,05/12/2022 10:45:23,05/12/2022 11:00:00,Equities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
766,,CME RR 60% c6,1RR60Nc6=R,05/11/2022,22:51,02/24/2023,MAR3,MAR3,60%,2.26,11.3,11.3,11.3,11.26,10.43,0.0,0.0,17.38,17.38,2DP,05/11/2022,11.26,05/12/2022 10:45:23,05/12/2022 11:00:00,Equities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
767,,CME RR 70% c6,1RR70Nc6=R,05/11/2022,22:51,02/24/2023,MAR3,MAR3,70%,2.26,10.39,10.39,10.39,10.71,12.16,0.0,0.0,17.38,17.38,2DP,05/11/2022,10.71,05/12/2022 10:45:23,05/12/2022 11:00:00,Equities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
768,,CME RR 75% c6,1RR75Nc6=R,05/11/2022,22:51,02/24/2023,MAR3,MAR3,75%,2.26,10.16,10.16,10.16,10.63,13.03,0.0,0.0,17.38,17.38,2DP,05/11/2022,10.63,05/12/2022 10:45:23,05/12/2022 11:00:00,Equities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
769,,CME RR 80% c6,1RR80Nc6=R,05/11/2022,22:51,02/24/2023,MAR3,MAR3,80%,2.26,10.19,10.19,10.19,10.74,13.9,0.0,0.0,17.38,17.38,2DP,05/11/2022,10.74,05/12/2022 10:45:23,05/12/2022 11:00:00,Equities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
